source_row,facility_code,facility_name,province,district,latitude,longitude,facility_type_raw,facility_type_canonical,ownership_raw,ownership_canonical,location_raw,location_canonical,level_raw,level_canonical,contact_raw,status_raw,status_canonical,bed_capacity,date_opened,date_closed,comments,acceptable_missing_fields,frontend_missing_visible,geospatial_readiness,facility_setup_state,source_label,required_missing_fields,exclusion_reason
1055,ZW080205,Chiredzi ZSA Clinic,Masvingo,Chiredzi,-21.073491,31.648408,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Rural,RURAL,primary,PRIMARY,263773282946,functional,ACTIVE_OR_OPERATIONAL,2,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1060,ZW080202,Damarakanaka Clinic,Masvingo,Chiredzi,-21.33969,31.4732494354,RHC,RURAL_HEALTH_CENTRE,Mission,MISSION_FAITH_BASED,Rural,RURAL,primary,PRIMARY,263780054737,functional,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1061,ZW080205,Davata Rural Health Centre,Masvingo,Chiredzi,-22.271549,31.233867,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,primary,PRIMARY,,functional,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1064,ZW080206,Gezani Rural Health Centre,Masvingo,Chiredzi,-22.102694,31.144745,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,primary,PRIMARY,263778503467,functional,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1067,ZW080206,Hippo Valley Private Hospital,Masvingo,Chiredzi,-21.07347,31.6511096954,General Hospital,HOSPITAL_REQUIRES_LEVEL_REVIEW,Private,PRIVATE,Rural,RURAL,secondary,SECONDARY,263778319305,functional,ACTIVE_OR_OPERATIONAL,142,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1070,ZW080343,Masivamele Rhc,Masvingo,Chiredzi,-21.383065,31.681875,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,primary,PRIMARY,,functional,ACTIVE_OR_OPERATIONAL,3,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1071,ZW080343,Matedzi RHC,Masvingo,Chiredzi,,,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,primary,PRIMARY,263773299997,functional,ACTIVE_OR_OPERATIONAL,3,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1072,ZW080208,Mhlanguleni Rural Health Centre,Masvingo,Chiredzi,-21.528823,31.49592,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,primary,PRIMARY,263780054741,functional,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1073,ZW080208,Mkwasine Clinic,Masvingo,Chiredzi,-20.828128,31.882577,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Rural,RURAL,primary,PRIMARY,263780054732,functional,ACTIVE_OR_OPERATIONAL,9,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1075,ZW080339,Berejena Mission,Masvingo,Chivi,-20.633853,30.577211,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,primary,PRIMARY,273774691887,functional,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1086,ZW08.03.08,Gororo Clinic,Masvingo,Chivi,-20.76394,30.911142,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,778408738,Functioning,ACTIVE_OR_OPERATIONAL,3,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1087,ZW08.03.27,Madamombe Clinic,Masvingo,Chivi,-20.048396,30.323057,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,774400562,Functioning,ACTIVE_OR_OPERATIONAL,3,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1092,ZW08.03.08,Nyahombe Rural Health Centre,Masvingo,Chivi,-20.809446,30.988649,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,775255696,Functioning,ACTIVE_OR_OPERATIONAL,3,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1099,,Chartsworth Clinic,Masvingo,Gutu,-19.634233,30.838685,,,,,,,,,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1107,ZW08.04.26,Denhere Clinic,Masvingo,Gutu,-19.284132,31.188771,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,primary,PRIMARY,783285120,Operational,ACTIVE_OR_OPERATIONAL,54,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1118,,Muchekayawora Clinic,Masvingo,Gutu,-19.77165,31.724596,,,,,,,,,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1141,ZW080527,Gundura Clinic,Masvingo,Masvingo,-19.872839,30.524122,Clinic,CLINIC,RDC,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,263787835373,Functional,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1144,ZW080528,Mapanzure Clinic,Masvingo,Masvingo,-20.399889,30.86002,Clinic,CLINIC,RDC,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,263783285126,Functional,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1165,ZW080542,Nyamande Clinic,Masvingo,Masvingo,-20.751945,31.185642,Clinic,CLINIC,RDC,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,263787836929,Functional,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1176,ZW080683,G and N Clinic,Masvingo,Mwenezi,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Rural,RURAL,primary,PRIMARY,,Functional,ACTIVE_OR_OPERATIONAL,10,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1183,ZW080683,Mlelezi Clinic,Masvingo,Mwenezi,-21.214161,30.064765,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,primary,PRIMARY,0772607980,Functional,ACTIVE_OR_OPERATIONAL,23,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1209,ZW080735,Nhema Clinic,Masvingo,Zaka,,,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0784 633 226,Functional,ACTIVE_OR_OPERATIONAL,9,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1220,,Zvavahera Rural Health Centre,Masvingo,Gutu,-19.558635,31.344629,,,,,,,,,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1227,ZW080339,Rusununguko,Masvingo,Chiredzi,-20.960998,31.910015,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,primary,PRIMARY,273774691887,functional,ACTIVE_OR_OPERATIONAL,3,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1228,ZW080231,Rutandare Clinic,Masvingo,Chiredzi,-22.093262,31.304321,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,primary,PRIMARY,263775136150,functional,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1230,ZW080339,Samu Rural Health Centre,Masvingo,Chiredzi,-22.234986,31.359012,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,primary,PRIMARY,263780054745,functional,ACTIVE_OR_OPERATIONAL,6,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1231,ZW080231,Sango Border Post,Masvingo,Chiredzi,-22.064814,31.679203,health post,HEALTH_POST,Government,GOVERNMENT,Rural,RURAL,primary,PRIMARY,263780054733,functional,ACTIVE_OR_OPERATIONAL,0,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1233,ZW080533,Shumba Clinic,Masvingo,Masvingo,-20.409981,30.968452,Clinic,CLINIC,RDC,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,263787836938,Functional,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1255,ZW20101,Chiveso Clinic,Mashonaland Central,Bindura,-17.462223,31.34949,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,789619183,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1267,ZW20161,Rusununguko Clinic,Mashonaland Central,Bindura,-17.061192,31.280555,RHC,RURAL_HEALTH_CENTRE,Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,0779242542/0717288655,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1275,ZW20105,Bindura ZRP clinic,Mashonaland Central,Bindura,,,Uniformed,UNIFORMED,Government,GOVERNMENT,urban,URBAN,Primary,PRIMARY,7881,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1281,ZW20210,Chiwenga Clinic,Mashonaland Central,Centenary,-16.104893,31.332398,Clinic,CLINIC,Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,0773025152 Muguti V  S.I.C,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1285,ZW20225,Hwata Clinic,Mashonaland Central,Centenary,-16.32365,30.959143,Clinic,CLINIC,Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,0783341651 Nyamukuwa E  S.I.C,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1300,,mc Guruve ZPS Clinic,Mashonaland Central,Guruve,,,Clinic,CLINIC,private,PRIVATE,Rural,RURAL,Primary,PRIMARY,773287470,Open,ACTIVE_OR_OPERATIONAL,non admiting clinic,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1301,,mc Guruve ZRP Clinic,Mashonaland Central,Guruve,,,Clinic,CLINIC,private,PRIVATE,Rural,RURAL,Primary,PRIMARY,712098790,Open,ACTIVE_OR_OPERATIONAL,non admiting clinic,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1335,ZW20486,Montgomery Christian Care Centre,Mashonaland Central,Mazowe,-17.247056,30.783048,RHC,RURAL_HEALTH_CENTRE,Pvt,PRIVATE,Farming,FARMING,Primary,PRIMARY,773286631,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1336,ZW20429,Mukodzongi Clinic,Mashonaland Central,Mazowe,-16.985865,31.164239,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,PRimary,PRIMARY,773036339,Open,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1338,ZW20429,NEMC,Mashonaland Central,Mazowe,,,RHC,RURAL_HEALTH_CENTRE,Pvt,PRIVATE,Farming,FARMING,Primary,PRIMARY,772334758,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1342,ZW20432,SANDRINGHAM Clinic,Mashonaland Central,Mazowe,-17.556193,30.692813,HC,HC,Council,LOCAL_AUTHORITY,Farming,FARMING,Primary,PRIMARY,783843338,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1345,ZW20486,Storis Clinic,Mashonaland Central,Mazowe,-17.512827,30.961423,RHC,RURAL_HEALTH_CENTRE,Pvt,PRIVATE,Mining,MINING,Primary,PRIMARY,774469411,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1378,ZW20508,Mutasa Clinic,Mashonaland Central,Mt Darwin,-16.428808,31.615906,GOVERNMENT CLINIC,CLINIC,government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0779 167 813,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1386,ZW20530,Bindura ZRP Clinic,Mashonaland Central,Mt Darwin,,,POLICE,POLICE,PRIVATE,PRIVATE,Rural,RURAL,Primary,PRIMARY,0771 980 720,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1389,ZW20607,Chimandau Rural Health Centre,Mashonaland Central,Rushinga,-16.654697,32.565513,Clinic-Rural,CLINIC,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,774128170,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1395,ZW20607,mc Ganganyama Clinic,Mashonaland Central,Rushinga,-16.745107,32.277387,Health Post,HEALTH_POST,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,771064794,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1415,ZW20101,Mupfure Clinic,Mashonaland Central,Shamva,-16.870303,31.494757,Clinic,CLINIC,Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,773452061,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE; DUPLICATE_FACILITY_NAME
1428,,Gamanya Clinic,Mashonaland East,Chikomba,,,,,,,,,,,,,,,,,,Latitude; Longitude; Facility Type; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1434,ZW30127,Madamombe Clinic,Mashonaland East,Chikomba,-19.118996,31.098944,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0774 160 033,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1455,ZW30135,Shumba Clinic,Mashonaland East,Chikomba,-18.92465,31.56795,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0774 160 164,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1466,,Chabwino Clinic,Mashonaland East,Goromonzi,-17.68942,31.289382,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,778354335,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1486,ZW30204,Rusununguko Clinic,Mashonaland East,Goromonzi,-17.991716,31.43313,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,714548359,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1488,,Ruwa PolyClinic,Harare,Ruwa,-17.896629,31.241439,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Peri-Urban,PERI_URBAN,Primary,PRIMARY,771495751,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1489,,Ruwa Rehabilitation Hospital,Harare,Ruwa,-17.901379,31.232538,General Hospital,HOSPITAL_REQUIRES_LEVEL_REVIEW,Government,GOVERNMENT,Peri-Urban,PERI_URBAN,Special,SPECIAL,715424967,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1506,,Lustleigh Council Clinic,Mashonaland East,Marondera,-18.432991,31.385582,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,772549869,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1510,,Marondera ZNFPC Clinic,Mashonaland East,Marondera,,,RHC,RURAL_HEALTH_CENTRE,ZNFPC,ZNFPC,Urban,URBAN,Primary,PRIMARY,0776 079 193,Active,ACTIVE_OR_OPERATIONAL,,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1513,,Mt. Camel Clinic,Mashonaland East,Marondera,-18.174622,31.564987,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0783 083 811,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1518,,Ridigita Farm Prison Clinic,Mashonaland East,Marondera,-17.8336184,31.0140654,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Rural,RURAL,Primary,PRIMARY,0713 941 170,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1523,,Chimango Clinic,Mashonaland East,Mudzi,-16.920698,32.410159,,,,,Rural,RURAL,Primary,PRIMARY,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1525,,Chingamuka Clinic,Mashonaland East,Mudzi,-16.865619,32.55445,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0778 183 736,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1526,,Chingwena Clinic,Mashonaland East,Mudzi,-17.085717,32.493927,,,,,Rural,RURAL,Primary,PRIMARY,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1530,,Goromonzi Clinic,Mashonaland East,Mudzi,-17.091766,32.776835,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0778 398 085,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1539,,Mavhurazi clinic,Mashonaland East,Mudzi,-17.228086,32.563199,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0718 983 981,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1540,,Mudzi Camp Clinic,Mashonaland East,Mudzi,-17.1149,32.4498,RHC,RURAL_HEALTH_CENTRE,ZNA,UNIFORMED_SERVICE,Rural,RURAL,Primary,PRIMARY,0773 664 363,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1541,,Muzezuru Grace of Life Clinic,Mashonaland East,Mudzi,-17.6730533,30.185763,,,,,Rural,RURAL,Primary,PRIMARY,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1543,,Nyamande Clinic,Mashonaland East,Mudzi,-17.222502,32.717588,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0772 632 932,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code; DUPLICATE_FACILITY_NAME
1548,,Nyapfunde Clinic,Mashonaland East,Mudzi,-17.041053,32.22977,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,773080841,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1549,,Nyarutepo Clinic,Mashonaland East,Mudzi,-17.339121,32.637496,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,773839307,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
